# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.581767723656667,0.8317998963154798,-179.46709920027604,0,3.0,-0.12061948413806925,0.0,0.0,0.0
 0.06750788999754984,2.574932046513836,0.8317363167134476,-179.46709920027604,0.20252366999264954,3.0000000000000004,-0.12061948413806925,0.0,-1.6973076056496754,0.0
 0.09516325487813125,2.568184194433681,0.8316790826109932,-179.51403886142484,0.2854897646343938,3.0000000000000004,-0.12270675798540807,0.0,-2.2433128081225275,0.0
 0.11617550004609027,2.5615233372005894,0.8316280666049579,-179.56117590013753,0.34852650013827086,3.0,-0.12480679500643999,0.0,-2.697997381455642,0.0
 0.13371603320748698,2.554948644598946,0.8315831412921827,-179.60850021267635,0.40114809962246095,2.999999999999998,-0.12691747816349058,0.0,-3.104276141133649,0.0
 0.14901776505641362,2.5484592864131383,0.8315441792695084,-179.656001013773,0.4470532951692409,3.0000000000000036,-0.12903648341472088,0.0,-3.4798925090164827,0.0
 0.16271525456741934,2.5420544324275522,0.8315110531337763,-179.70366680491466,0.4881457637022581,3.000000000000002,-0.13116126572792852,0.0,-3.8342120269742423,0.0
 0.1751867966203144,2.535733252426573,0.8314836354818275,-179.75148534144878,0.5255603898609432,2.999999999999998,-0.1332890440034832,0.0,-4.1728392041779205,0.0
 0.1866797525446368,2.5294949161945874,0.8314617989105028,-179.7994435985017,0.5600392576339105,3.0,-0.1354167841549811,0.0,-4.499391415943731,0.0
 0.19736656166031324,2.523338593515981,0.8314454160166433,-179.8475277357006,0.5920996849809398,3.0,-0.13754118474963395,0.0,-4.816317625313609,0.0
 0.20737323661240087,2.5172634541751417,0.8314343593970902,-179.89572306064312,0.6221197098372026,2.999999999999989,-0.13965865896975474,0.0,-5.125324139177221,0.0
 0.2167952612877918,2.511268667956454,0.8314285016486844,-179.9440139911518,0.6503857838633754,3.0000000000000058,-0.14176531557720137,0.0,-5.4276155419651335,0.0
 0.22570709830762287,2.5053534046443042,0.8314277153682672,-179.99238401626812,0.6771212949228685,2.999999999999994,-0.14385694094910892,0.0,-5.724039899576608,0.0
 0.23416819232029387,2.499516834023079,0.8314318731526793,179.95918434400926,0.7025045769608815,2.999999999999997,-0.1459289776181014,0.0,-6.015180594540613,0.0
 0.24222693021309383,2.4937581258771644,0.831440847598762,179.91070958022004,0.7266807906392814,2.9999999999999964,-0.14797650579344862,0.0,-6.301416611585365,0.0
 0.24992334944487127,2.4880764499909462,0.8314545113033562,179.86221123622317,0.7497700483346137,3.0,-0.1499942185301616,0.0,-6.582963279094325,0.0
 0.25729104708849077,2.4824709761488113,0.831472736863303,179.81370995318375,0.7718731412654722,3.0000000000000075,-0.15197640160392395,0.0,-6.859900389949215,0.0
 0.26435856055348755,2.476940874135145,0.8314953968754436,179.76522751480925,0.7930756816604625,2.9999999999999845,-0.1539169088494342,0.0,-7.13219190620383,0.0
 0.2711503886000313,2.4714853137343344,0.8315223639366186,179.71678689378737,0.8134511658000937,2.9999999999999836,-0.15580913778264202,0.0,-7.399699878669739,0.0
 0.2776877610895222,2.466103464730765,0.8315535106436696,179.66841229937006,0.8330632832685663,2.9999999999999916,-0.15764600371696058,0.0,-7.662194268726759,0.0
 0.2839892292501956,2.460794496908823,0.8315887095934373,179.6201292261448,0.8519676877505864,2.999999999999991,-0.1594199140077183,0.0,-7.919359833195016,0.0
 0.2900711251761547,2.4555575800528944,0.8316278333827628,179.57196450383907,0.8702133755284637,3.0,-0.16112274049341313,0.0,-8.170800818808004,0.0
 0.2959479243694368,2.450391883947366,0.8316707546084873,179.52394634817864,0.88784377310831,3.0,-0.1627457930784469,0.0,-8.416044019332148,0.0
 0.3016325352570673,2.445296578376624,0.8317173458674518,179.47610441271559,0.9048976057712015,3.0,-0.16427978872301283,0.0,-8.65454058334403,0.0
 0.3071365329262172,2.4402708331250533,0.8317674797564971,179.42846984151728,0.9214095987786513,3.00000000000002,-0.16571482473535576,0.0,-8.885666847505002,0.0
 0.3124703497014577,2.4353138179770415,0.8318210288724646,179.38107532262686,0.9374110491043728,2.99999999999999,-0.16704034716989363,0.0,-9.108724393310524,0.0
 0.31764343194123745,2.4304247027169743,0.8318778658121951,179.33395514224077,0.9529302958237121,3.0000000000000213,-0.1682451209029325,0.0,-9.322939511460712,0.0
 0.3226643701114435,2.4256026571292373,0.8319378631725297,179.28714523938916,0.9679931103343302,2.999999999999989,-0.1693172005434977,0.0,-9.52746216883597,0.0
 0.3275410075127767,2.4208468509982173,0.8320008935503095,179.24068326103682,0.9826230225383299,3.0000000000000115,-0.17024389758292768,0.0,-9.72136458615359,0.0
 0.33228053180361555,2.4161564541083,0.8320668295423757,179.19460861744065,0.9968415954108465,3.0000000000000115,-0.17101175142574754,0.0,-9.90363950966566,0.0
 0.3368895525414048,2.411530636243872,0.832135543745569,179.14896253756103,1.010668657624214,2.999999999999976,-0.17160649808067224,0.0,-10.073198241127297,0.0
 0.3413741672745461,2.406968567189319,0.8322069087567306,179.103788124319,1.0241225018236382,3.000000000000025,-0.17201303994908937,0.0,-10.228868472560315,0.0
 0.3457400181913223,2.402469416729028,0.8322807971727018,179.0591304095205,1.0372200545739667,3.000000000000013,-0.17221541677227856,0.0,-10.369391998229316,0.0
